Href, ImageUrl, Title, Rating, NumRatings, DataSupplier, DataAuthor, DataPublisher, DataPublishYear, DataSize, DataBookLayout, Des, DataQtyOfPage, Cate0, Cate1, Cate2, Cate3, PriceSpecial, PriceOld
https://www.fahasa.com/nhung-sinh-vat-huyen-thoai-the-gioi-bi-an-cua-loai-rong.html https://cdn0.fahasa.com/media/catalog/product/n/h/nhung-sinh-vat-huyen-thoai_the-gioi-bi-an-cua-loai-rong.jpg "

					Những Sinh Vật Huyền Thoại - Thế Giới Bí Ẩn Của Loài Rồng				" "" "(0 đánh giá)" "
Nhà Xuất Bản Kim Đồng " "
				    GS Zoya Agnis, Alexander Utkin				" "
				    Kim Đồng				" "
				    2023				" "
				    26 x 22 x 0.3 cm				" "
				    Bìa Mềm				" "
Những Sinh Vật Huyền Thoại: Thế Giới Bí Ẩn Của Loài Rồng
Sâu trong những ngọn núi giá lạnh ở vùng đất xa xôi, một vương quốc rồng tráng lệ đã từng ở đó. Khúc hát của các gia tộc rồng vang vọng khắp các dãy núi, và những kho báu vô giá thì được tích trữ nơi hang động của chúng.
Nhưng điều gì đã xảy ra với vương quốc này? Thật may mắn cho những nhà rồng học mới vào nghề, vì lời giải đáp đã được nhà nghiên cứu rồng nổi tiếng, Giáo sư Zoya Agnis, ghi lại trong cuốn sách này.
Khám phá mọi điều bạn cần biết về cách rồng bay lượn, khạc lửa và giao tiếp, cũng như những truyền thuyết về rồng. Cuốn sách minh họa đẹp đẽ này sẽ dẫn lối cho bạn trở thành một chuyên gia can đảm trong thế giới danh giá của ngành rồng học.
---
Những sinh vật kì bí như kì lân, rồng, người cá đã xuất hiện trong văn hoá dân gian của nhân loại từ ngàn xưa. Không ai biết chúng từ đâu tới, chỉ biết rằng những câu chuyện về các sinh vật thần thoại này đã thu hút sự tò mò của rất nhiều thế hệ các em nhỏ khắp bốn phương. Bộ sách Những sinh vật huyền thoại lần đầu tiên giới thiệu tới các độc giả tất tật những thông tin lí thú, đầy đủ về ba sinh vật kì bí hàng đầu này với minh hoạ tuyệt đẹp.
Mời các bạn đón đọc trọn bộ:
Những sinh vật huyền thoại: Thế giới bí ẩn của loài rồng
Những sinh vật huyền thoại: Thế giới bí ẩn của người cá
Những sinh vật huyền thoại: Thế giới bí ẩn của kì lân 
" "
				    60				" "Sách tiếng Việt" "Thiếu nhi" "Kiến thức bách khoa" "Kiến Thức  Khoa Học - ..." "81.000 đ" "90.000 đ"
https://www.fahasa.com/nguyen-li-khoa-hoc-trong-the-thao-bong-ro.html https://cdn0.fahasa.com/media/catalog/product/n/g/nguyen-li-khoa-hoc_bong-ro_bia.jpg "

					Nguyên Lí Khoa Học Trong Thể Thao - Bóng Rổ				" "" "(0 đánh giá)" "
Nhà Xuất Bản Kim Đồng " "
				    Alix Wood				" "
				    Kim Đồng				" "
				    2023				" "
				    23 x 17 x 0.2 cm				" "
				    Bìa Mềm				" "
Nguyên Lí Khoa Học Trong Thể Thao: Bóng Rổ
Pronk là rô-bốt, rất thích bóng rổ và trầm trồ trước kĩ thuật điêu luyện của các đồng đội. Nhưng mọi kĩ thuật thi đấu phải được diễn giải theo “ngôn ngữ” khoa học thì Pronk mới hiểu được.
Hãy cùng Pronk học bóng rổ qua cuốn sách này nhé!
Không chỉ mang đến bao cảm xúc phấn khích cho người xem, những môn thể thao còn ẩn chứa rất nhiều nguyên lí thú vị cho những người yêu khoa học. Bộ sách NGUYÊN LÍ KHOA HỌC TRONG THỂ THAO sẽ giải thích những “tuyệt chiêu” điêu luyện của bóng đá, bóng rổ, võ thuật, thể dục dụng cụ dưới góc nhìn khoa học, qua các định luật vật lí quen thuộc với các bạn học sinh phổ thông. 
" "
				    32				" "Sách tiếng Việt" "Thiếu nhi" "Kiến thức bách khoa" "Kiến Thức  Khoa Học - ..." "31.500 đ" "35.000 đ"
https://www.fahasa.com/cong-vien-khung-long-khung-long-co-mong-chan-lon-therizinosauraus.html https://cdn0.fahasa.com/media/catalog/product/i/m/image_191186.jpg "

					Công Viên Khủng Long - Khủng Long Có Móng Chân Lớn Therizinosauraus				" "" "(0 đánh giá)" "
Tân Việt " "
				    Seung Jo Seo				" "
				    NXB Đại Học Sư Phạm				" "
				    2018				" "
				    25 x 25.5				" "
				    Bìa Mềm				" "
Cuốn sách mở ra trước mắt chúng ta một bức tranh sống động về thế giới khủng long. Thông qua những câu chuyện thực tế và minh họa sinh động trong cuốn sách này, các em sẽ có cái nhìn sâu sắc hơn về hệ sinh thái mà các chi khủng long từng sinh sống.
Nào! chúng mình cùng khỏi động cỗ máy thời gian trở về thời cổ đại để tìm hiểu thế giới khủng long nhé! 
" "
				    31				" "Sách tiếng Việt" "Thiếu nhi" "Kiến thức bách khoa" "Kiến Thức  Khoa Học - ..." "31.500 đ" "45.000 đ"
https://www.fahasa.com/khoa-hoc-vui-cho-hoc-sinh-tieu-hoc-so-tay-thi-nghiem-sieu-don-gian-tap-1.html https://cdn0.fahasa.com/media/catalog/product/i/m/image_220444.jpg "

					Khoa Học Vui Cho Học Sinh Tiểu Học - Sổ Tay Thí Nghiệm Siêu Đơn Giản - Tập 1				" "" "(0 đánh giá)" "
Nhà Xuất Bản Kim Đồng " "
				    Trung tâm nghiên cứu Khoa học và Phát minh Hàn Quốc, Lee Lee				" "
				    Kim Đồng				" "
				    2020				" "
				    24 x 18.5 x 0.7 cm				" "
				    Bìa Mềm				" "
Khoa học là tất cả những gì ở xung quanh chúng ta!
Mỗi khi nhắc đến cụm từ “thí nghiệm khoa học”, mọi người thường cảm thấy e ngại vì nghĩ rằng đó là một hoạt động phức tạp và khó khăn, chỉ có thể được thực hiện ở trong phòng thí nghiệm với sự chuẩn bị kĩ càng. Thế nhưng, bạn có biết rằng khoa học luôn ẩn giấu trong những gì chúng ta nhìn thấy và chạm vào mỗi ngày? Chỉ cần quan sát những điều nhỏ bé với tinh thần học hỏi và niềm vui khám phá, bạn sẽ nhận ra rằng các nguyên lí khoa học không hề cao siêu hay xa vời, chỉ là từ trước đến nay bạn vẫn chưa để ý đến chúng mà thôi. Hãy cùng cô bạn Aso thực hiện những thí nghiệm đơn giản đến không ngờ và trở thành vị Vua trong vương quốc khoa học gần gũi mà vẫn tràn ngập bao điều thú vị nhé!
Tìm đọc trọn bộ 2 tập Khoa Học Vui Cho Học Sinh Tiểu Học - Sổ Tay Thí Nghiệm Siêu Đơn Giản.
Trung tâm nghiên cứu Khoa học & Phát minh Hàn Quốc là một doanh nghiệp tư nhân do các giáo viên thành lập, với mục đích xây dựng các chương trình khoa học tạo hứng thú cho trẻ em mà không cần phải có phòng thí nghiệm hay dụng cụ chuyên dụng. Thông qua việc tổ chức các sự kiện khoa học, trung tâm đề xuất những phương pháp nhằm giúp mọi trẻ em tiếp cận với khoa học một cách dễ dàng. Hiện trung tâm có khoảng 700 thành viên là giáo viên đến từ các trường phổ thông trên khắp Hàn Quốc.
